site_id,site_name,mgmt_ip,vendor,cpe_type,region,Address,Island Group,City,Zip Code,parent_region
ST-0831,Marcos Highway,10.10.13.18,MIKROTIK,RB951,Benguet,"ECC Building Brgy. Bakekang, along Marcos Highway, Baguio City",Luzon,Baguio City,2600,patch01
ST-0834,Remington,10.10.3.194,MIKROTIK,RB951,Metro Manila,"Ground Floor Shop 2, Remington Hotel, Newport City",Luzon,Pasay City,1309,patch01
ST-0836,Torre Venecia,10.10.6.122,MIKROTIK,RB951,Metro Manila,"Sct. Santiago, corner Timog Ave., Quezon City",Luzon,Quezon City,1100,patch01
ST-0837,Tiaong Stop Over,10.10.28.246,MIKROTIK,RB951,Quezon,"Villa Escudero, Maharlika H-way, Brgy. Lalig. Tiaong Quezon",Luzon,Tiaong,4325,patch01
ST-0838,Mariveles,10.10.14.62,MIKROTIK,RB951,Bataan,"No. 91 Lakandula St., cor., P. Burgos St., Poblacion, Mariveles, Bataan",Luzon,Mariveles,2105,patch01
ST-0839,Total Tarlac,10.10.20.226,MIKROTIK,RB951,Tarlac,"Mc Arthur Highway, Tarlac City, Tarlac",Luzon,Tarlac,2300,patch01
ST-0841,United Paranaque,10.10.5.214,MIKROTIK,RB951,Metro Manila,"Tindalo corner E. Services Road, Paranaque City",Luzon,Para�aque City,1714,patch01
ST-0842,Naguillan Poblacion,10.10.10.26,MIKROTIK,RB951,La Union,"Naguillan road corner Rimando St., Naguillan La union",Luzon,Naguilian,2511,patch01
ST-0843,Mayapa 2,10.10.15.218,MIKROTIK,RB951,Laguna,"Mayapa Road, Brgy. Mayapa, Calamba Laguna",Luzon,Calamba,4027,patch01
ST-0847,Alaminos -,10.10.15.66,MIKROTIK,RB951,Pangasinan,"Quezon Avenue,accross NEPO Mart,Poblacion,Alaminos City",Luzon,Alaminos,2404,patch01
ST-0849,San Simon,10.10.16.18,MIKROTIK,RB951,Pampanga,"Mc Arthur Hi-way Sta. Monica,San Simon, Pampanga",Luzon,San simon,2015,patch01
ST-0850,Airport Road 2,10.10.34.90,MIKROTIK,RB951,Metro Manila,"Roxas Boulevard coner Airport Road, Baclaran, Para�aque City",Luzon,Para�aque City,1702,patch01
ST-0852,Bucandala,10.10.10.34,MIKROTIK,RB951,Cavite,"Patindig araw corner alapan road, bucandala Imus Cavite",Luzon,Imus,4103,patch01
ST-0853,Tayug,10.10.21.146,MIKROTIK,RB951,Pangasinan,Bonifacio St. Brgy. B. Tayug Pangasinan,Luzon,Tayug,2445,patch01
ST-0856,Guimba,10.10.10.38,MIKROTIK,RB951,Nueva Ecija,"No. 16 A Salvador St., Bargain St. Guimba, Nueva Ecija",Luzon,Guimba,3115,patch01
ST-0863,Tanauan 4,10.10.28.226,MIKROTIK,RB951,Batangas,"A. Mabini Avenue, Tanauan City",Luzon,Tanauan,4232,patch01
ST-0864,Legislative BLDG,10.10.11.198,MIKROTIK,RB951,Tarlac,"Rizal St., cor. Hilario St., Tarlac City",Luzon,Tarlac,2300,patch01
ST-0865,Hugo Perez,10.10.18.218,MIKROTIK,RB951,Cavite,"Inong Building, Governor's Drive corner Hugo Perez Drive Trece Martirez, Cavite",Luzon,Trece Martirez City,4133,patch01
ST-0866,Gumaca,10.10.13.94,MIKROTIK,RB951,Quezon,"Andres bonifacio Street, corner J.P Brgy Rizal, Gumaca, Quezon",Luzon,Plaridel,4306,patch01
ST-0868,Armstrong,10.10.18.18,MIKROTIK,RB951,Metro Manila,160 Armstrong ave.cor E.Rodriguez Moonwalk Para�aque.City,Luzon,Para�aque City,1700,patch01
ST-0869,Finman,10.10.11.202,MIKROTIK,RB951,Metro Manila,"117 Tordesillas St. Salcedo Village, Makati City, Metro Manila",Luzon,Makati City,1227,patch01
ST-0870,SOHO,10.10.17.202,MIKROTIK,RB951,Metro Manila,"Unit 12/13 level 1, Soho Central Field District, Mandaluyong City",Luzon,Mandaluyong City,1550,patch01
ST-0871,Almanza Uno,10.10.2.6,MIKROTIK,RB951,Metro Manila,"481 Real St., Alamanza 1, Las Pi�as City (across SM Southmall)",Luzon,Las Pi�as,1740,patch01
ST-0872,Total San Pablo,10.10.16.126,MIKROTIK,RB951,Laguna,"Total Gas Station, Maharlika Highway San Pablo City Laguna",Luzon,San Pablo City,4000,patch01
ST-0873,Lipa Cathedral,10.10.11.186,MIKROTIK,RB951,Batangas,"San Sebastian Cathedral, Lipa City",Luzon,Lipa City,4217,patch01
ST-0874,Kidney Center,10.10.34.162,MIKROTIK,RB951,Metro Manila,National Kidney and transplant institute Quezon City,Luzon,Quezon City,1100,patch01
ST-0875,Menzyland,10.10.11.190,MIKROTIK,RB951,Bulacan,Brgy. Mojon Malolos Bulacan,Luzon,Malolos,3000,patch01
ST-0876,Magalang,10.10.11.38,MIKROTIK,RB951,Pampanga,"Sta. Cruz, Magalang Pampanga",Luzon,Magalang,2011,patch01
ST-0877,Red Planet Malate,10.10.5.190,MIKROTIK,RB951,Metro Manila,"1740 A. Mabini Street, Malate, Manila, Phiippines",Luzon,City of Manila,1004,patch01
ST-0882,Atimonan,10.10.13.254,MIKROTIK,RB951,Quezon,"G/F Renegado Property Rizal Street corner Quezon St., Atimonan, Quezon",Luzon,Atimonan,4331,patch01
ST-0883,Madapdap,10.10.21.86,MIKROTIK,RB951,Pampanga,"San Fernando Avenue corner Porac Avenue Madapdap ,Mabalacat Pampanga",Luzon,Mabalacat,2010,patch01
ST-0885,San Fabian,10.10.12.30,MIKROTIK,RB951,Pangasinan,"Quezon Highway,San Fabian,Pangasinan.",Luzon,San Fabian,2433,patch01
ST-0886,Libmanan,10.10.9.210,MIKROTIK,RB951,Camarines Sur,G/F Dy property Poblacion st. Corner Bigaon st. Libmanan Camarines Sur,Luzon,Libmanan,4407,patch01
ST-0887,San Antonio Zambales,10.10.13.190,MIKROTIK,RB951,Zambales,"San Marcelino-San Antonio-San Narciso Road, Poblacion San Antonio, Zambales",Luzon,San Antonio,2206,patch01
ST-0890,Lima Tech,10.10.14.102,MIKROTIK,RB951,Batangas,"JP Laurel Highway, Malvar Batangas",Luzon,Malvar,4233,patch01
ST-0896,Katipunan,10.10.18.2,MIKROTIK,RB951,Metro Manila,"48 Esteban Abada St.,  corner Rosa Alvero St., Loyola Heights, Katipunan, Quezon City",Luzon,Quezon City,1105,patch01
ST-0897,Lucena 4,10.10.15.50,MIKROTIK,RB951,Quezon,"M.L Tagarao Street, Barangay Iyam, Lucena City",Luzon,Lucena City,4301,patch01
ST-0899,Sotto,10.10.12.78,MIKROTIK,RB951,Metro Manila,"Unit 117 Sotto-Yuvienco Building, 910 Gonzales St., cor., Gen Luna St., Ermita, Manila",Luzon,City of Manila,1000,patch01
ST-0900,Catanauan,10.10.15.246,MIKROTIK,RB951,Quezon,"Poblacion 10, Catanauan, Quezon",Luzon,Catanauan,4311,patch01
ST-0901,Gen Trias Poblacion,10.10.21.110,MIKROTIK,RB951,Cavite,"Sampalukan St., Poblacion, Gen. Trias, Cavite",Luzon,Gen. Trias,4107,patch01
ST-0902,Sitio Gitna,10.10.5.150,MIKROTIK,RB951,Metro Manila,"#986 Gen. Luis St. Cor P. Dela Cruz St. Brgy. Kaybiga, Caloocan City",Luzon,Caloocan City,1420,patch01
ST-0906,Aseana,10.10.19.94,MIKROTIK,RB951,Metro Manila,"Aseana One,BRADCO Avenue, Para�aque",Luzon,Para�aque City,1700,patch01
ST-0908,Dinalupihan,10.10.16.170,MIKROTIK,RB951,Bataan,"#3 San Ramon Highway, Dinalupihan, Bataan",Luzon,Dinalupihan,2110,patch01
ST-0911,Balayan 2,10.10.25.206,MIKROTIK,RB951,Batangas,"Antorcha St.,Corner Paz St., Balayan, Batangas",Luzon,Balayan,4213,patch01
ST-0912,Calamba Science Park,10.10.15.214,MIKROTIK,RB951,Laguna,"National Highway, Brgy Real, Calamba City",Luzon,Calamba,4027,patch01
ST-0913,Pagsawitan,10.10.0.194,MIKROTIK,RB951,Laguna,"Brgy. Pagsawitan, Sta. Cruz, Laguna",Luzon,Sta. Cruz,4009,patch01
ST-0914,Nabua,10.10.34.158,MIKROTIK,RB951,Camarines Sur,"Sampaguita Hotel.   building, San Roque Poblacion, Nabua Camarines Sur",Luzon,Nabua,4434,patch01
ST-0916,GMA Poblacion,10.10.17.178,MIKROTIK,RB951,Cavite,"Congressional Ave., Poblacion, GMA, Cavite",Luzon,Cavite City,4100,patch01
ST-0919,San Felipe Zambales,10.10.16.254,MIKROTIK,RB951,Zambales,"Poblacion, San Felipe, Zambales",Luzon,San Felipe,2204,patch01
ST-0920,Malvar -,10.10.16.134,MIKROTIK,RB951,Batangas,"Poblacion, Malvar, Batangas",Luzon,Malvar,4233,patch01
ST-0925,Tuy,10.10.6.86,MIKROTIK,RB951,Batangas,"Rizal St., Poblacion, Tuy, Batangas",Luzon,Tuy,4214,patch01
ST-0927,Dasma 4,10.10.19.194,MIKROTIK,RB951,Cavite,"B61 L1 Brgy., San Juan, Dasmari�as City, Cavite",Luzon,Cavite City,4100,patch01
ST-0928,Arayat 3,10.10.0.218,MIKROTIK,RB951,Pampanga,"Mangga-Cacutud, Poblacion, Arayat, Pampanga",Luzon,Arayat,2012,patch01
ST-0930,Caltex Sto Tomas,10.10.4.178,MIKROTIK,RB951,Batangas,Maharlika Hway Brgy.San Antonio Sto.Tomas Bats.,Luzon,Sto. Tomas,4234,patch01
ST-0931,Gagfa IT,10.10.36.246,MIKROTIK,RB951,Cebu,Gagfa Tower F Cabahug St. Brgy Kasambagan Cebu City,Cebu,Cebu City,6000,patch01
ST-0932,IMEZ,10.10.2.198,MIKROTIK,RB951,Cebu,"Pueblo Verde in Mactan Economic zone II, Basak, Lapu-Lapu City",Cebu,Lapu-Lapu City,6015,patch01
ST-0933,UCLM,10.10.27.54,MIKROTIK,RB951,Cebu,"MYFC1 Bldg. A.C. Cortez Avenue, Mandaue City",Cebu,Mandaue City,6014,patch01
ST-0936,Pilar Bataan,10.10.14.70,MIKROTIK,RB951,Bataan,"Governor J. Linao Road, Panilao, Pilar, Bataan",Luzon,Pilar,2101,patch01
ST-0938,Ibaan,10.10.10.166,MIKROTIK,RB951,Batangas,"J. Pastor St. Poblcion, Ibaan, Batangas",Luzon,Ibaan,4230,patch01
ST-0939,Samal Bataan,10.10.15.234,MIKROTIK,RB951,Bataan,"Brgy Poblacion Samal, Bataan",Luzon,Pilar,2101,patch01
ST-0941,Sariaya 2,10.10.34.58,MIKROTIK,RB951,Quezon,"Maharlika Highway, Brgy., Santo Cristo, Sariaya",Luzon,Sariaya,4322,patch01
ST-0942,Mu�oz infanta,10.10.19.82,MIKROTIK,RB951,Nueva Ecija,D. Delos Santos Street Pulido Bldg. Poblacion East Science City of Munoz Nueva Ecija,Luzon,Mu�oz,3119,patch01
ST-0951,San Agustin,10.10.4.182,MIKROTIK,RB951,Batangas,Brgy Sn.Agustin Sto.Tomas Batangas,Luzon,Sto. Tomas,4234,patch01
ST-0955,Victoria Tarlac,10.10.1.126,MIKROTIK,RB951,Tarlac,"Tarlac-Victoria Highway, Victoria, Tarlac",Luzon,Victoria,2313,patch01
ST-0956,Candaba,10.10.10.242,MIKROTIK,RB951,Pampanga,"14 Buas.  St,Poblacion,Pampanga",Luzon,Candaba,2013,patch01
ST-0957,Bamban,10.10.19.14,MIKROTIK,RB951,Tarlac,"McArthur Highway, Bamban Crossing, Bamban Tarlac",Luzon,Bamban,2317,patch01
ST-0962,Masapang,10.10.25.10,MIKROTIK,RB951,Laguna,"National Highway, Brgy. Masapang, Victoria, Laguna",Luzon,Victoria,4011,patch01
ST-0968,Tagudin,10.10.15.190,MIKROTIK,RB951,Ilocos Sur,"Barangay Rizal, Tagudin, Ilocos Sur",Luzon,Tagudin,2714,patch01
ST-0969,Entec,10.10.13.138,MIKROTIK,RB951,Pampanga,"Teresa Ave.Nepo Commercial Complex Angeles,Pampanga",Luzon,Angeles City,2009,patch01
ST-0970,Orani Rural Bank,10.10.37.254,MIKROTIK,RB951,Bataan,"Poblacion brgy. Centro 1, Orani , Bataan.",Luzon,Orani,2112,patch01
ST-0971,Pila Poblacion,10.10.5.94,MIKROTIK,RB951,Laguna,"Rizal St., Sta. Clara Sur, Pila, Laguna",Luzon,Pila,4010,patch01
ST-0973,LP Hospital,10.10.1.62,MIKROTIK,RB951,Metro Manila,"G/F of 387-389 Padre Diego Cera Ave., Brgy. Pulang Lupa Las Pi�as City",Luzon,Las Pi�as,1742,patch01
ST-0976,San Vicente Lipa,10.10.3.162,MIKROTIK,RB951,Batangas,Banay Banay San Vicente Lipa City Batangas,Luzon,Lipa City,4217,patch01
ST-0977,Pansol 2,10.10.35.26,MIKROTIK,RB951,Laguna,"National Highway, Bagong Kalsada, Calamba, Laguna",Luzon,Calamba,4027,patch01
ST-0978,Naic 2,10.10.35.194,MIKROTIK,RB951,Cavite,"A. Soriano Highway Naic, Cavite",Luzon,Naic,4110,patch01
ST-0979,Phoenix Bacoor,10.10.11.86,MIKROTIK,RB951,Cavite,"Aguinaldo Highway cor. Hawaii St. Brgy. Salinas, Bacoor, Cavite",Luzon,Bacoor,4102,patch01
ST-0980,V&0 Bldg Legaspi,10.10.11.158,MIKROTIK,RB951,Albay,Ground flr. V and O bldg. Lapu-Lapu St. cor. Quezon Ave. Legaspi City,Luzon,Legazpi City,4500,patch01
ST-0981,LB Square,10.10.5.78,MIKROTIK,RB951,Laguna,"Lopez Drive, Brg. Batong Malake, Los Banos, Laguna",Luzon,Los Ba�os,4030,patch01
ST-0985,Capitol Medical,10.10.6.126,MIKROTIK,RB951,Metro Manila,Sct. Magbanua Quezon City,Luzon,Quezon City,1100,patch01
ST-0989,Caltex Mango Ave.,10.10.14.222,MIKROTIK,RB951,Cebu,"Gen. Maxilom Avenue (Mango Ave.), Corner Juana Osmena Street, Cebu City",Cebu,Cebu City,6000,patch01
ST-0990,Banilad,10.10.17.94,MIKROTIK,RB951,Cebu,"AS Fortuna Street, Corner Gov. M. CuenCO, Banilad, Cebu City",Cebu,Cebu City,6000,patch01
ST-0991,NRA,10.10.16.242,MIKROTIK,RB951,Cebu,"Ounao Ave., North Reclamation Area, Mandaue City",Cebu,Mandaue City,6014,patch01
ST-0994,St. Theresa,10.10.17.98,MIKROTIK,RB951,Cebu,"101-F Aboitiz Street, Cebu City",Cebu,Cebu City,6000,patch01
ST-0995,Pines City,10.10.21.250,MIKROTIK,RB951,Rizal,"ML Quezon Extension, Pines City Executive Village, Bgy San Roque, Antipolo City 1870",Luzon,Antipolo,1870,patch01
ST-0997,Bf Almanza,10.10.1.58,MIKROTIK,RB951,Metro Manila,"Aragon Bldg. 212 CRM ave. cor. Cardinal St., BF Almanza, Las Pi�as City",Luzon,Las Pi�as,1750,patch01
ST-1003,Tiaong 3,10.10.23.126,MIKROTIK,RB951,Quezon,"National Hway, brgy Lusacan, Tiaong Quezon",Luzon,Tiaong,4301,patch01
ST-1006,Caltex Basak,10.10.9.150,MIKROTIK,RB951,Cebu,"M. C. Briones St, Ibabao Estancu, Mandaue City, 6014 Cebu",Cebu,Mandaue City,6014,patch01
ST-1008,Alangilan,10.10.14.78,MIKROTIK,RB951,Batangas,"Brgy. Alangilan, Batangas City",Luzon,Batangas City,4200,patch01
ST-1009,Lyceum,10.10.17.62,MIKROTIK,RB951,Metro Manila,"Km 20 National Hi-way, Tunasan, Muntinlupa City",Luzon,Muntinlupa City,1773,patch01
ST-1012,Santa Rosa 3,10.10.3.50,MIKROTIK,RB951,Laguna,"F. Reyes St. Balibago, Sta. Rosa, Laguna",Luzon,Sta. Rosa,4026,patch01
ST-1013,Batac City Proper,10.10.26.238,MIKROTIK,RB951,Ilocos Norte,"Batac College, Along Washington St., Batac City, Ilocos Norte",Luzon,Batac,2906,patch01
ST-1016,ODE,10.10.16.166,MIKROTIK,RB951,Pampanga,"1st flr Tower B, Clark Ode County, C.M. Recto Highway, Clark Freeport Zone, Pampanga",Luzon,Angeles City,2009,patch01
ST-1019,Banay - Banay,10.10.28.22,MIKROTIK,RB951,Laguna,"Brgy. Banay-Banay, Cabuyao, Laguna",Luzon,Cabuyao,4025,patch01
ST-1020,SLC La Union,10.10.1.86,MIKROTIK,RB951,La Union,"Yabes Bldg, Lingsat , San Fernando City, La Union",Luzon,San Fernando,2500,patch01
ST-1021,Talamban Crossing,10.10.2.202,MIKROTIK,RB951,Cebu,"ML Quezon Cor Gov CuenCO ave, Nasipit Talamban Cebu City",Cebu,Cebu City,6000,patch01
ST-1022,Lucky 99,10.10.26.218,MIKROTIK,RB951,CEBU,"Colon st, Cor Pelaez st Cebu City",Luzon,cebu city,6000,patch01
ST-1023,Cabanatuan Terminal,10.10.16.58,MIKROTIK,RB951,Nueva Ecija,"Along Circumferential Road,Cabanatuan Central Terminal Cabanatuan City, Nueva Ecija",Luzon,Cabanatuan City,3100,patch01
ST-1025,Vigan Landmark,10.10.15.194,MIKROTIK,RB951,Ilocos Sur,"Vigan Landmark Jose Singson st, Vigan , Ilocos Sur",Luzon,Vigan,2700,patch01
ST-1027,Candon City Poblacion,10.10.1.98,MIKROTIK,RB951,Ilocos Sur,"Samonte Road, Candon City, Ilocos Sur",Luzon,Candon,2710,patch01
ST-1028,Bacalso,10.10.17.78,MIKROTIK,RB951,Cebu,"N. Bacalso Street, Cebu City",Cebu,Cebu City,6000,patch01
ST-1029,Caltex Tipolo,10.10.9.158,MIKROTIK,RB951,Cebu,"MC Briones Street, Tipolo, Mandaue City",Cebu,Mandaue City,6014,patch01
ST-1031,Santa Rosa 4,10.10.5.134,MIKROTIK,RB951,Laguna,"F Gomez St. Brgy. Kanluran, City of Sta Rosa, Laguna",Luzon,Sta. Rosa,4026,patch01
ST-1033,San Isidro Nueva Ecija,10.10.16.46,MIKROTIK,RB951,Nueva Ecija,"Poblacion, San Isidro, Nueva Ecija",Luzon,San Isidro,3106,patch01
ST-1034,Calamba 6,10.10.15.206,MIKROTIK,RB951,Laguna,"Brgy. Parian cor. Lawa Road, Calamba City, Laguna",Luzon,Calamba,4027,patch01
ST-1035,Canlubang,10.10.16.114,MIKROTIK,RB951,Laguna,Blk 47 Phase 1 Kapayapaan Vill. Calamba City Laguna,Luzon,Calamba,4027,patch01
ST-1036,Santa Rosa 5,10.10.34.78,MIKROTIK,RB951,Laguna,"Brgy. Amihan, City of Sta Rosa, Laguna",Luzon,Sta. Rosa,4026,patch01
ST-1037,Ace Plaza,10.10.36.86,MIKROTIK,RB951,Metro Manila,"United Avenue cor. Brixton St., Pioneer, Pasig City.",Luzon,Pasig City,1600,patch01
ST-1038,Total Lucena,10.10.12.202,MIKROTIK,RB951,Quezon,"National Highaway, Lucena City, Quezon Province",Luzon,Lucena City,4301,patch01
ST-1041,Pureza 2,10.10.5.194,MIKROTIK,RB951,Metro Manila,"350 Pureza St.corner Araullo St., Sta. Mesa, Manila",Luzon,City of Manila,1016,patch01
ST-1042,Espeleta,10.10.6.102,MIKROTIK,RB951,Cavite,"Avenida Rizal St. Espeleta, Imus, Cavite",Luzon,Imus,4103,patch01
ST-1043,New York Residences,10.10.4.158,MIKROTIK,RB951,Metro Manila,"901 Leon Guinto St., cor., Estrada St., Malate",Luzon,City of Manila,1004,patch01
ST-1044,Liliw,10.10.5.74,MIKROTIK,RB951,Laguna,"Gat Tayaw Street, Brg. Poblacion, Liliw Laguna",Luzon,Liliw,4004,patch01
ST-1045,Mactan Newtown,10.10.5.26,MIKROTIK,RB951,Cebu,"GF Retail 2- The Mactan Ocean Town, Lapu-Lapu City",Cebu,Lapu-Lapu City,6015,patch01
ST-1048,Conchita,10.10.9.162,MIKROTIK,RB951,Cebu,"COnchita Bldg., 311 Jones Avenue, Osmena Blvd. Cebu City",Cebu,Cebu City,6000,patch01
ST-1053,Pabalan,10.10.5.70,MIKROTIK,RB951,Laguna,Pabalan st.corner elejordre Calamba city of Laguna,Luzon,Calamba,4027,patch01
ST-1054,Grotto Vista Resort,10.10.23.30,MIKROTIK,RB951,Bulacan,"Sta. Maria Tungkong Mangga Road, Graceville, Tungko, SJDM, Bulacan",Luzon,San Jose Del Monte,3023,patch01
ST-1056,Calaca,10.10.14.82,MIKROTIK,RB951,Batangas,"Poblacion 3 marasigan street, Calaca Batangas",Luzon,Calaca,4212,patch01
ST-1057,AMC,10.10.0.202,MIKROTIK,RB951,Pampanga,"Lot 1 Ext.Cor.Burgos St. Agapito Del Rosario Angeles City,Pampanga",Luzon,Angeles City,2009,patch01
ST-1058,Silang1,10.10.15.134,MIKROTIK,RB951,Cavite,"M.H. Del Pilar St., Poblacion,Silang  Cavite",Luzon,Silang,4118,patch01
ST-1060,J. Centre,10.10.21.150,MIKROTIK,RB951,Cebu,"LGF-04 J. Center Mall, A.S. Fortuna, Brgy. Bakilid, Mandaue City",Cebu,Cebu City,6000,patch01
ST-1061,Kingspoint,10.10.0.250,MIKROTIK,RB951,Metro Manila,"Kingspoint St. cor Quirino Highway, Novaliches, Quezon City",Luzon,Quezon City,1123,patch01
ST-1063,Cuyapo,10.10.34.174,MIKROTIK,RB951,Nueva Ecija,"Quezon Avenue, Poblacion, Cuyapo, Nueva Ecija",Luzon,Cuyapo,3117,patch01
ST-1069,Montillano 1,10.10.23.82,MIKROTIK,RB951,Metro Manila,#89 Montillano st. corner Ilaya st. Alabang Muntinlupa City,Luzon,Muntinlupa City,1799,patch01
ST-1071,Savers Plaza,10.10.34.234,MIKROTIK,RB951,Cebu,Lopez Jaena St.Basak Lapu-Lapu City,Cebu,Lapu-Lapu City,6015,patch01
ST-1074,New Sacred Heart Pharmacy,10.10.10.94,MIKROTIK,RB951,Cebu,"B. Rodriguez St. Brgy. Sambag 2, Cebu City",Cebu,Cebu City,6000,patch01
ST-1076,Fortunata,10.10.1.2,MIKROTIK,RB951,Metro Manila,"MTF Building located at Dr. A. Santos Ave., Sucat, Para�aque",Luzon,Para�aque City,1700,patch01
ST-1080,Soldier Hills,10.10.14.254,MIKROTIK,RB951,Metro Manila,"National Highway cor. Soldier Hills, Muntinlupa City",Luzon,Muntinlupa City,1770,patch01
ST-1084,San Matias,10.10.20.190,MIKROTIK,RB951,Pampanga,"McArthur Hi-way, San Matias, Sto. Tomas, Pampanga",Luzon,Sto. Tomas,2020,patch01
ST-1085,USC Main,10.10.10.98,MIKROTIK,RB951,Cebu,University GOLS COmputer Shop Jonquera St. Cebu City,Cebu,Cebu City,6000,patch01
ST-1087,BU Main,10.10.11.162,MIKROTIK,RB951,Albay,"1106 Rizal St., Brgy. 1, EM's Barrio, Legazpi City",Luzon,Legazpi City,4500,patch01